food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
burrito with beans cheese beef,165,6.6,3.6,2.2,0.5,19.8,0.0,7.3,0.0,61.9,0.5,65.9,0.0,0.2,0.034,0.045,0.4,1.9,0.8,0.1,2.5,0.0,0.0,0.0,65.0,0.2,1.9,25.4,0.2,70.0,205.0,0.051,1.2,103.1
falafel,57,3.0,0.4,1.7,0.7,5.4,0.0,2.3,0.0,0.0,0.081,5.9,0.0,0.0,0.006,0.009,0.0,0.074,0.2,0.011,0.01,0.3,0.0,0.0,0.0,9.2,0.002,0.6,13.9,0.1,32.6,99.5,0.018,10.763
taco salad with chili con carne,193,8.8,4.0,3.0,1.0,17.7,0.0,11.6,0.0,3.5,0.6,133.6,0.1,0.1,0.067,0.063,0.3,1.7,1.0,0.3,2.3,0.0,0.0,0.0,163.6,0.2,1.8,34.8,0.2,102.7,261.0,0.0,2.2,205.9
hushpuppies,512,20.5,3.2,5.0,11.0,69.9,3.1,11.7,4.3,68.4,1.0,44.1,0.074,0.5,0.1,0.008,0.5,4.2,0.5,0.2,0.3,0.0,1.9,0.01,422.6,0.1,4.6,36.5,0.3,287.3,218.9,0.078,1.0,533.994
chicken pot pie,598,34.6,12.6,11.9,8.3,57.3,7.2,14.6,3.0,51.3,1.2,191.6,0.0,0.2,0.1,0.024,0.03,4.5,1.1,0.2,3.0,0.024,1.1,0.034,63.4,0.1,1.8,33.2,0.6,226.5,317.1,0.003,1.3,177.7
general tsos chicken,1578,87.5,14.8,20.8,40.1,128.3,62.1,69.0,4.8,283.6,2.3,241.6,0.081,0.1,0.049,0.08,0.6,15.3,3.3,1.1,8.6,0.015,6.5,0.2,64.2,0.2,6.2,96.3,0.4,679.5,1075.4,0.065,7.0,368.673
burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,13.6,7.8,9.3,1.0,98.4,0.033,0.4,0.2,0.081,0.2,3.7,0.0,0.2,0.7,0.02,1.0,0.02,229.4,0.3,4.4,62.9,0.8,301.6,482.9,0.04,1.6,324.946
vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,19.6,5.2,0.0,0.4,38.3,0.0,0.9,0.026,0.014,0.8,10.2,0.0,1.3,0.0,0.0,2.9,0.0,80.8,0.8,1.7,19.6,0.0,382.5,510.0,0.043,1.2,130.3
biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,18.0,0.3,260.8,1.1,72.1,0.071,0.5,0.035,0.083,0.4,4.0,1.5,0.1,0.0,0.047,1.5,0.042,82.6,0.4,3.1,21.1,0.2,505.4,241.4,0.002,1.5,171.757
chicken chow mein,513,16.9,3.0,3.7,7.4,50.1,10.5,40.8,6.0,96.6,1.9,489.3,0.093,0.2,0.0,0.092,0.1,8.9,1.6,1.1,12.1,0.0,2.6,0.1,126.8,0.2,4.0,66.4,0.6,326.2,749.0,0.086,1.9,256.797
fruit burrito,231,9.5,4.6,3.4,1.1,35.0,0.0,2.5,0.0,3.7,0.2,26.4,0.0,0.2,0.029,0.015,0.2,1.9,0.9,0.079,0.7,0.0,0.0,0.0,15.5,0.051,1.1,7.4,0.1,14.8,104.3,0.024,0.4,64.3
arroz con leche,369,9.3,4.8,2.6,1.1,63.0,38.6,8.1,1.3,20.2,0.3,170.5,0.0,0.088,0.0,0.062,0.2,0.8,1.3,0.018,0.0,0.0,0.5,0.0,227.7,0.03,0.6,27.8,0.3,210.0,359.3,0.006,1.3,310.0
caramel custard flan,444,12.3,5.5,3.9,1.2,69.7,70.8,13.9,0.0,275.4,0.2,208.2,0.1,0.092,0.036,0.05,0.6,0.3,1.6,0.1,0.0,0.0,0.7,0.081,254.0,0.053,1.2,27.5,0.021,293.8,361.1,0.05,1.4,351.2
chocolate mousse,338,24.0,13.7,7.5,1.3,24.1,22.2,6.2,0.9,210.0,0.081,94.4,0.2,0.058,0.03,0.099,0.3,0.2,0.8,0.022,0.2,0.0,0.8,0.044,144.0,0.1,0.8,30.0,0.023,175.5,214.5,0.047,1.0,200.4
apple crisp,454,9.7,1.9,3.8,3.2,87.0,55.5,4.9,3.9,0.0,1.0,177.4,0.001,0.2,0.039,0.0,0.2,2.4,0.3,0.1,6.2,0.0,1.1,0.056,98.7,0.2,2.3,22.6,0.4,79.0,220.0,0.055,0.5,212.724
spaghetti with meat sauce,255,2.9,1.0,0.9,0.9,43.1,7.4,14.3,5.1,17.0,0.7,220.2,0.0,0.3,0.1,0.077,3.8,0.5,0.2,0.2,15.3,0.0,1.4,0.002,50.9,0.4,3.5,42.5,0.6,138.7,407.5,0.061,1.4,135.1
pasta with meatballs in tomato sauce,273,13.0,5.0,5.7,0.9,28.3,7.2,10.6,6.9,23.0,0.7,199.5,0.052,0.2,0.089,0.042,0.3,5.1,0.5,0.2,7.7,0.061,2.0,0.027,30.6,0.2,3.3,35.7,0.6,117.3,359.6,0.023,1.5,100.474
cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1.0,14.6,2.1,45.4,0.4,32.9,0.079,0.3,0.051,0.038,0.3,2.9,0.0,0.015,0.0,0.0,0.2,0.087,164.2,0.053,1.6,22.7,0.0,229.0,96.1,0.064,1.1,241.181
pasta with sliced franks in tomato sauce,227,6.0,2.5,2.5,1.0,32.0,8.0,11.0,4.0,22.7,0.7,197.1,0.054,0.2,0.1,0.031,0.2,2.9,0.6,0.2,9.6,0.07,1.9,0.072,151.2,0.3,2.3,35.3,0.3,108.4,481.3,0.02,1.3,216.154
lasagna,166,6.1,2.9,2.2,0.5,18.9,3.8,9.0,2.1,20.9,0.5,87.2,0.2,0.074,0.096,0.0,0.0,0.025,1.9,0.4,0.2,3.1,0.0,1.0,0.08,108.2,0.1,0.9,24.6,0.2,141.5,241.1,0.001,36.675
macaroni cheese,310,9.4,3.1,4.2,2.0,43.7,3.0,12.6,2.3,15.1,0.9,120.2,0.2,0.015,0.3,0.0,0.02,0.2,2.2,0.8,0.056,0.0,0.0,1.0,0.0,160.7,0.1,2.2,28.4,0.4,442.3,151.2,0.0,68.319
vegetable lasagna,316,13.7,5.5,3.3,2.6,32.2,5.8,15.6,4.3,31.8,1.0,161.7,0.052,0.3,0.012,0.098,0.4,1.8,0.4,0.2,2.5,0.0,1.0,0.082,340.5,0.2,1.2,47.7,0.4,317.8,385.9,0.087,2.0,410.066
spinach egg noodles cooked,211,2.5,0.6,0.8,0.6,38.8,1.1,8.1,3.7,52.8,0.068,109.6,0.037,0.4,0.1,0.071,0.2,2.4,0.4,0.2,0.0,0.053,0.9,0.2,30.4,0.1,1.7,38.4,0.5,91.2,59.2,0.028,1.0,85.297
cheese lasagna,316,13.0,5.1,3.8,2.5,33.6,10.3,15.9,4.1,31.6,0.7,176.9,0.084,0.3,0.036,0.093,0.4,3.3,0.5,0.2,41.6,0.0,2.1,0.097,269.7,0.3,3.1,51.0,0.5,260.0,442.3,0.059,2.2,381.08
vegetable chicken soup,166,4.8,1.4,2.2,1.0,21.1,3.4,12.3,1.0,16.9,0.075,201.0,0.05,0.069,0.09,0.031,0.2,3.3,0.0,0.083,5.5,0.0,0.7,0.054,26.5,0.2,1.5,9.6,0.0,106.0,368.7,0.038,2.2,72.737
bean ham soup,198,2.5,0.6,1.0,0.7,33.5,7.8,10.3,9.8,4.9,0.5,195.8,0.0,0.1,0.099,0.0,0.068,0.8,0.3,0.1,2.7,0.0,1.0,0.035,93.1,0.2,2.5,46.6,0.6,31.9,387.1,0.021,1.3,154.4
cream of chicken soup,227,14.5,4.3,5.2,2.7,18.0,1.4,6.0,0.0,20.2,1.8,208.5,0.1,0.064,0.027,0.0,0.1,1.0,0.5,0.0,0.3,0.0,1.4,0.052,35.3,0.3,2.7,10.1,0.2,78.1,123.5,0.084,0.7,76.9
tomato soup canned,139,3.3,1.8,0.8,0.3,22.6,16.5,6.3,1.5,10.1,0.5,216.7,0.014,0.036,0.097,0.061,0.3,1.4,0.5,0.2,15.9,0.07,0.5,0.083,173.9,0.2,1.4,30.2,0.2,156.2,461.2,0.067,0.9,224.932
scotch broth,197,6.4,2.7,1.9,1.3,23.0,0.0,12.1,3.0,11.9,2.1,249.7,0.0,0.059,0.085,0.031,0.1,2.8,0.8,0.2,2.1,0.0,0.2,0.0,35.8,0.6,2.0,8.9,0.9,134.1,387.4,0.026,3.9,84.4
cream of onion soup,268,12.8,3.6,5.1,3.5,31.7,11.1,6.7,1.2,36.6,1.9,247.1,0.08,0.1,0.049,0.0,0.2,1.2,0.7,0.007,3.1,0.0,1.3,0.035,82.4,0.3,1.5,15.3,0.6,91.5,298.9,0.095,0.4,139.473
vegetable soup with beef broth,162,3.8,0.9,1.1,1.6,26.3,4.0,6.0,3.2,2.5,1.3,204.8,0.2,0.1,0.008,0.0,0.04,1.9,0.7,0.1,4.7,0.0,0.3,0.065,34.4,0.3,1.9,12.3,0.7,78.7,386.2,0.041,1.6,80.5
chili with beans canned,287,14.1,6.0,6.0,0.9,30.5,3.0,14.6,11.3,43.5,1.3,193.3,0.0,0.1,0.018,0.0,0.3,0.9,3.6,0.3,4.4,0.0,1.3,0.074,120.3,0.3,8.8,115.2,0.3,394.2,934.4,0.018,5.1,204.0
beef noodle soup,168,6.2,2.3,2.5,1.0,17.9,5.2,9.6,1.5,10.0,1.6,211.1,0.037,0.1,0.017,0.037,0.1,2.1,0.4,0.079,0.8,0.0,2.5,0.02,30.0,0.3,2.2,12.5,0.5,92.5,197.5,0.063,3.1,68.232
chicken mushroom soup,126,6.1,1.6,2.7,1.5,15.1,1.0,2.0,4.0,10.1,0.8,101.3,0.04,0.019,0.065,0.03,0.1,1.6,0.3,0.046,0.0,0.0,0.8,0.061,29.0,0.048,0.9,8.8,0.1,27.7,158.8,0.046,1.0,57.171
beef vegetable soup,120,2.9,1.0,0.7,0.9,15.4,3.1,8.0,3.0,17.5,0.8,220.6,0.3,0.094,0.085,0.027,0.086,2.4,0.0,0.3,9.0,0.0,1.1,0.04,45.0,0.049,1.3,25.0,0.2,120.0,435.0,0.002,1.4,84.9
black bean soup,234,3.4,0.9,1.2,1.1,39.6,6.4,12.4,17.5,0.0,2.5,193.6,0.0,0.1,0.2,0.0,0.1,1.1,0.4,0.2,0.5,0.0,0.9,0.035,90.0,0.8,3.9,84.8,1.3,192.8,642.5,0.0,2.8,167.3
split pea soup with ham bacon,189,3.1,0.9,1.2,0.6,28.6,0.0,11.6,4.1,4.1,1.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,49.5
cream of mushroom soup,199,13.4,2.4,3.1,7.3,17.1,1.0,3.4,1.8,0.0,1.7,213.4,0.057,0.02,0.008,0.0,0.079,0.9,0.4,0.035,0.0,0.071,1.3,0.024,30.2,0.016,0.5,7.6,0.028,60.5,161.3,0.093,0.3,66.404
green pea soup,320,5.7,2.7,1.9,0.7,51.7,16.7,16.7,10.0,0.0,1.7,175.5,0.067,0.2,0.072,0.0,0.1,2.4,0.3,0.1,3.3,0.0,0.5,0.024,53.8,0.7,3.8,76.8,1.3,243.2,371.2,0.099,3.3,145.005
chicken mushroom chowder soup,431,23.7,6.2,4.5,9.4,38.3,0.0,16.2,7.5,32.3,1.8,453.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,99.1
chicken dumplings soup,235,13.4,3.2,6.1,3.2,14.7,1.4,13.6,1.2,80.5,1.8,249.8,0.077,0.074,0.027,0.024,0.2,4.3,0.4,0.037,0.0,0.0,1.3,0.086,35.8,0.3,1.5,8.9,1.2,149.0,283.1,0.048,0.9,80.269
chicken vegetable soup,148,5.6,1.7,2.5,1.2,17.0,3.0,7.1,1.7,16.9,1.7,207.0,0.028,0.061,0.093,0.076,0.1,2.4,0.3,0.013,1.9,0.0,0.6,0.036,33.9,0.2,1.7,12.1,0.7,79.9,304.9,0.001,0.7,68.983
turkey vegetable soup,72,3.0,0.9,1.3,0.7,8.6,2.6,3.1,0.5,2.4,0.9,223.9,0.1,0.031,0.076,0.077,0.097,1.0,0.9,0.079,0.0,0.0,0.8,0.017,16.9,0.2,0.8,4.8,0.5,41.0,175.9,0.017,0.6,33.0
mushroom barley soup,186,5.5,1.1,2.4,1.7,29.3,0.0,4.6,0.0,0.0,1.7,258.9,0.0,0.009,0.077,0.0,0.2,2.1,0.3,0.4,0.0,0.0,0.0,0.0,30.5,0.5,1.2,21.4,0.3,152.5,231.8,0.0,1.2,71.1
beef mushroom soup,186,7.3,3.7,3.1,0.3,15.9,0.0,14.0,0.6,15.3,2.2,260.8,0.0,0.071,0.044,0.035,0.2,2.7,0.6,0.1,0.0,0.0,0.0,0.0,12.2,0.6,2.1,21.4,0.9,88.5,384.3,0.0,3.4,52.1
chicken rice soup,127,3.2,1.0,1.4,0.7,13.0,1.4,12.3,1.0,12.0,0.9,208.3,0.047,0.018,0.074,0.051,0.002,4.1,0.4,0.012,3.8,0.0,0.6,0.084,33.6,0.2,1.9,9.6,0.2,72.0,108.0,0.077,1.0,68.818
pepperpot soup,100,4.5,2.0,2.0,0.3,9.1,0.0,6.2,0.5,9.7,0.9,219.8,0.0,0.071,0.02,0.024,0.027,1.2,0.3,0.08,1.2,0.0,0.097,0.0,26.7,0.1,0.9,4.9,0.6,41.3,148.2,0.0,1.2,49.1
vegetable soup,149,4.0,0.6,1.7,1.5,24.6,7.9,4.3,1.3,0.0,1.3,214.0,0.0,0.1,0.051,0.0,0.049,1.9,0.7,0.1,3.0,0.0,2.9,0.041,42.8,0.3,2.2,15.1,0.9,70.6,430.9,0.088,1.0,82.2
chili beef soup,308,6.7,3.3,2.7,0.2,49.6,13.4,13.4,6.6,26.3,2.1,186.4,0.2,0.0,0.1,0.004,0.067,0.2,2.1,0.6,0.3,8.2,0.0,2.8,0.072,86.8,0.8,4.3,50.0,2.1,297.2,1052.0,0.001,77.607
chicken soup,174,6.5,1.9,2.9,1.3,16.9,2.1,12.4,1.5,29.4,0.9,206.1,0.027,0.055,0.072,0.049,0.2,4.3,0.4,0.03,1.2,0.0,0.3,0.085,24.5,0.2,1.7,7.4,0.2,110.3,171.5,0.099,1.0,64.716
bean with frankfurters soup,188,7.0,2.1,2.7,1.7,22.0,0.0,10.0,0.0,12.5,1.1,207.6,0.0,0.1,0.038,0.0,0.018,1.0,0.1,0.1,1.0,0.0,0.0,0.0,87.5,0.4,2.4,47.5,0.8,165.0,477.5,0.073,1.2,129.9
pea soup,161,2.8,1.4,1.0,0.4,25.6,8.3,8.3,4.9,0.0,0.015,219.0,0.055,0.1,0.008,0.0,0.074,1.2,0.0,0.008,1.6,0.0,0.2,0.066,31.1,0.4,1.9,38.9,0.0,121.7,183.9,0.041,1.7,76.26
turkey soup,135,4.4,1.2,1.8,1.1,14.1,0.0,10.2,0.0,9.4,0.9,203.8,0.0,0.045,0.014,0.079,0.1,3.6,0.9,0.3,6.4,0.0,0.0,0.0,49.6,0.2,1.9,23.6,0.2,103.8,361.1,0.0,2.1,86.6
stockpot soup,201,7.8,1.7,2.0,3.5,23.1,0.0,9.8,0.0,7.7,2.1,211.3,0.0,0.002,0.092,0.0,0.1,2.5,0.7,0.2,4.1,0.0,0.0,0.0,43.9,0.3,1.8,7.7,0.5,108.4,477.3,0.0,2.3,90.5
hot sour soup,91,2.8,0.5,0.7,0.7,10.1,1.0,6.0,1.2,48.9,0.9,211.2,0.088,0.032,0.021,0.006,0.03,1.2,0.5,0.1,0.0,0.017,0.9,0.059,44.3,0.032,1.5,21.0,0.2,74.6,128.2,0.084,0.5,65.954
cheese soup,203,9.7,6.1,2.7,0.3,28.0,9.3,2.0,5.5,7.4,1.7,202.6,0.2,0.023,0.055,0.0,0.3,0.8,0.2,0.034,0.0,0.0,1.4,0.074,89.3,0.2,0.4,29.8,0.5,81.8,91.8,0.036,0.4,135.1
cream of potato soup,186,4.7,2.4,1.1,0.8,32.2,3.6,3.8,3.3,2.5,1.5,215.2,0.087,0.012,0.067,0.0,0.096,1.1,1.8,0.0,0.5,0.0,0.2,0.056,42.8,0.5,0.9,32.8,0.8,103.3,415.8,0.05,0.4,88.202
bean with bacon soup,106,2.1,1.0,0.9,0.2,16.4,0.6,5.5,9.0,2.7,0.9,237.8,0.0,0.086,0.069,0.0,0.3,0.4,0.084,0.099,1.1,0.0,0.6,0.009,55.7,0.3,1.3,29.2,0.5,90.1,326.0,0.015,0.7,91.1
split pea soup with ham,381,8.9,3.5,3.6,1.3,56.2,0.0,20.7,4.6,16.2,1.7,177.3,0.0,0.3,0.041,0.0,0.2,3.0,0.5,0.1,3.0,0.0,0.0,0.0,43.2,0.7,4.6,97.2,1.4,429.3,801.9,0.081,2.7,141.2
lentil soup with ham,139,2.8,1.1,1.3,0.3,20.2,0.0,9.3,0.0,7.4,1.3,212.7,0.0,0.2,0.036,0.056,0.1,1.4,0.3,0.2,4.2,0.0,0.0,0.0,42.2,0.2,2.7,22.3,0.3,183.5,357.1,0.011,0.7,81.4
chili without beans canned,283,17.0,5.4,5.9,1.1,14.6,0.0,18.1,0.0,50.4,0.9,186.4,0.0,0.044,0.0,0.039,0.3,3.0,0.4,0.3,4.3,0.0,0.0,0.0,72.0,0.5,4.8,48.0,0.7,184.8,444.0,0.043,2.7,130.8
minestrone soup,167,5.0,1.1,1.4,2.2,22.6,3.7,8.6,2.0,2.5,1.3,204.1,0.0,0.1,0.086,0.0,0.008,1.9,0.7,0.2,2.2,0.0,1.1,0.052,68.9,0.2,1.8,14.8,0.7,113.2,627.3,0.029,1.5,111.1
clam chowder soup,154,4.4,0.8,0.8,2.6,24.5,6.8,4.4,3.0,5.0,1.8,212.4,0.051,0.087,0.053,0.065,0.086,1.6,0.4,0.2,8.1,0.0,2.6,0.011,47.9,0.3,3.3,20.2,0.8,83.2,378.0,0.057,1.9,95.69
cream of celery soup,181,11.2,2.8,2.6,5.0,17.7,3.4,3.3,1.5,27.7,1.3,214.1,0.042,0.069,0.052,0.0,0.049,0.7,2.3,0.001,0.5,0.0,3.5,0.002,80.6,0.3,1.3,12.6,0.5,75.6,247.0,0.051,0.3,116.189
chicken gravy,188,13.6,3.4,6.1,3.6,12.9,1.9,4.6,1.0,4.8,1.0,203.1,0.088,0.091,0.02,0.057,0.1,1.1,0.076,0.012,0.0,0.0,0.3,0.046,47.6,0.2,1.1,4.8,0.5,69.0,259.4,0.02,1.9,80.872
tomato rice soup,240,5.5,1.0,1.2,2.7,44.1,15.2,4.2,3.4,2.6,1.6,199.0,0.042,0.1,0.049,0.0,0.1,2.1,0.3,0.2,29.7,0.0,4.5,0.081,46.4,0.3,1.6,10.3,0.8,67.1,663.1,0.098,1.0,134.933
vegetable beef soup,128,2.0,0.6,0.7,0.3,9.6,0.0,18.1,4.4,8.8,1.1,258.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1
tomato beef noodle soup,281,8.6,3.2,3.5,1.4,42.3,0.0,8.9,3.0,7.5,1.8,185.9,0.0,0.2,0.05,0.077,0.2,3.7,0.4,0.2,0.0,0.0,1.6,0.0,35.1,0.3,2.2,15.1,0.5,113.0,441.8,0.037,1.5,100.1
oyster stew soup,118,7.7,5.0,1.8,0.3,8.2,0.0,4.2,0.0,27.1,1.8,221.1,0.0,0.068,0.028,0.061,0.077,0.5,0.2,0.058,6.4,0.0,0.0,0.0,44.3,3.2,2.0,9.8,0.7,95.9,98.4,0.035,20.7,72.8
ramen noodle soup dry,371,13.3,6.4,5.6,1.2,53.9,1.3,8.9,2.0,0.0,1.7,4.2,0.0,0.9,0.008,0.035,0.2,3.5,0.2,0.014,0.3,0.0,1.3,0.038,24.7,0.1,3.4,19.6,0.4,101.2,152.2,0.021,0.7,106.5
chicken noodle soup,145,4.7,1.2,1.6,1.0,18.4,0.0,7.2,2.7,24.2,2.1,267.2,0.029,0.011,0.2,0.097,0.001,0.2,3.7,0.5,0.1,0.0,0.0,0.2,0.0,18.2,0.4,2.0,24.2,0.3,115.1,145.4,0.095,33.513
cream of asparagus soup,174,8.2,2.1,1.9,3.7,21.5,1.8,4.6,1.0,10.1,1.7,211.8,0.091,0.1,0.089,0.0,0.2,1.6,0.3,0.033,5.5,0.0,1.2,0.01,58.0,0.3,1.6,7.6,0.8,78.1,347.8,0.009,1.8,100.43
turkey noodle soup,139,4.0,1.1,1.6,1.0,17.3,1.0,7.8,1.5,10.1,1.6,217.7,0.082,0.1,0.06,0.052,0.1,2.8,0.4,0.017,0.3,0.0,0.4,0.062,22.7,0.3,1.9,10.1,0.5,95.8,151.2,0.028,1.2,55.582
cream of shrimp soup,181,10.4,6.5,3.0,0.4,16.5,0.0,5.6,0.5,32.8,1.7,213.8,0.026,0.085,0.08,0.015,0.029,0.9,0.3,0.054,0.0,0.0,0.0,0.0,35.3,0.3,1.1,17.6,0.8,65.5,118.4,0.024,1.5,69.41
bean with pork soup,335,11.5,3.0,4.2,3.5,44.1,7.8,15.3,15.3,5.2,1.7,182.4,0.021,0.2,0.054,0.0,0.03,1.1,0.029,0.036,3.1,0.0,2.3,0.011,156.0,0.4,4.0,85.8,0.6,254.8,975.0,0.052,2.0,249.324
split pea soup,180,2.3,0.8,0.9,0.4,29.9,12.8,9.7,4.8,5.1,0.4,208.5,0.0,0.2,0.019,0.0,0.079,1.2,0.6,0.2,0.0,0.0,0.5,0.022,43.0,0.3,1.9,35.4,0.5,136.6,463.0,0.088,1.0,91.6
escarole soup,61,4.0,1.2,1.8,0.8,4.0,0.0,3.4,0.0,5.5,2.3,535.8,0.0,0.2,0.058,0.06,0.1,5.1,0.4,0.5,10.0,0.0,0.0,0.0,71.9,0.8,1.7,11.1,2.8,177.0,591.7,0.0,5.0,95.0
chicken stock,86,2.9,0.8,1.4,0.5,8.5,3.8,6.0,0.0,7.2,0.3,221.2,0.009,0.073,0.059,0.0,0.2,3.8,0.0,0.1,0.5,0.0,0.046,0.081,7.2,0.1,0.5,9.6,0.0,64.8,252.0,0.091,0.3,25.696
tomato bisque soup,248,5.0,1.1,1.4,2.2,47.7,0.0,4.5,2.1,10.3,1.8,194.3,0.017,0.1,0.097,0.0,0.1,2.3,0.3,0.2,11.9,0.0,0.0,0.0,80.0,0.3,1.7,18.1,0.5,121.3,838.5,0.0,1.2,152.913
shark fin soup,99,4.3,1.1,1.3,0.7,8.2,0.0,6.9,0.0,4.3,1.1,194.7,0.0,0.019,0.048,0.009,0.086,1.1,0.3,0.017,0.2,0.0,0.0,0.0,21.6,0.2,2.0,15.1,0.002,45.4,114.5,0.0,1.8,43.2
onion soup,113,3.5,0.5,1.5,1.3,16.4,6.7,7.5,1.7,0.0,1.3,212.4,0.02,0.022,0.099,0.0,0.016,1.2,0.0,0.095,2.5,0.0,0.5,0.088,54.1,0.2,1.4,4.9,0.5,22.1,137.8,0.073,1.2,87.173
chicken gumbo soup,113,2.9,0.7,1.3,0.7,16.8,4.9,5.3,4.0,7.6,1.7,221.8,0.0,0.5,0.041,0.0,0.8,1.3,0.4,0.1,10.1,0.0,0.9,0.024,47.9,0.3,1.8,7.6,0.5,50.4,151.2,0.084,0.8,88.8
tripe soup,148,5.2,2.1,2.2,0.6,8.1,0.0,17.2,0.0,118.0,0.8,166.8,0.0,0.041,0.0,0.093,0.011,1.0,0.3,0.013,0.0,0.0,0.8,0.031,44.0,0.049,1.4,20.0,0.1,84.0,162.0,0.039,2.1,75.9
sausage mcmuffin mcdonalds,383,24.2,8.3,8.9,3.7,28.2,2.2,14.6,1.6,44.9,0.8,44.8,0.0,0.4,0.008,0.03,0.3,4.8,0.6,0.2,0.0,0.0,0.3,0.0,257.6,0.1,2.3,24.2,0.3,187.5,216.2,0.0,1.5,328.5
sausage mcgriddles mcdonalds,421,24.0,7.3,10.2,3.5,42.2,15.2,11.4,1.4,32.4,1.0,54.1,0.0,0.3,0.037,0.038,0.2,4.2,0.5,0.1,0.0,0.0,0.0,0.0,85.1,0.1,1.9,18.9,0.3,426.6,195.8,0.0,1.0,166.0
chicken crispy drumsticks kentucky fried chicken,156,10.1,2.2,3.4,3.6,4.5,0.0,11.8,0.0,62.1,0.4,29.3,0.071,0.045,0.0,0.028,0.1,2.6,0.6,0.1,0.0,0.0,0.0,0.0,14.3,0.2,0.5,12.0,0.06,112.9,135.1,0.064,1.0,41.248
biscuit kentucky fried chicken,185,9.1,2.2,6.1,0.6,22.1,1.7,3.8,0.8,0.5,0.5,15.1,0.0,0.2,0.0,0.074,0.1,1.7,0.2,0.035,0.0,0.0,0.7,0.071,31.2,0.009,1.5,7.8,0.2,304.7,59.8,0.076,0.3,68.5
french fries mcdonalds,378,18.1,2.7,8.6,5.5,49.8,0.2,4.0,4.6,0.0,0.2,42.9,0.052,0.0,0.2,0.0,0.0,0.037,3.8,0.7,0.4,6.6,0.0,1.6,0.003,22.2,0.1,0.9,43.3,0.3,148.6,697.3,0.07,77.129
